"pop","mother","crossID","blocktray","timetosowing","MCseed","nseed","germ2"
"LM","LM1","LM1sld","T3_1",61,-2.33556485355681,2,0
"LM","LM1","LM1shd","T3_1",64,-0.135564853554773,2,0
"LM","LM1","LM1xld","T1_1",64,2.66443514644294,2,0
"LM","LM1","LM1xhd","T2_1",64,4.7644351464435,2,0
"LM","LM2","LM2sld","T4_1",37,2.56443514644351,2,0
"LM","LM2","LM2shd","T7_1",65,-0.435564853556488,2,0
"LM","LM2","LM2xld","T9_1",37,1.36443514644351,2,0
"LM","LM2","LM2xhd","T7_1",64,0.764435146443515,2,0
"LM","LM3","LM3sld","T8_1",56,0.264435146443514,2,0
"LM","LM3","LM3shd","T5_1",46,-0.135564853556491,2,0
"LM","LM3","LM3xld","T7_1",34,3.26443514644351,2,0
"LM","LM3","LM3xhd","T6_1",31,2.26443514644351,2,0
"LM","LM4","LM4sld","T2_1",24,-0.0355648535564898,2,0
"LM","LM4","LM4shd","T2_1",14,-1.53556485355649,2,0
"LM","LM4","LM4xld","T9_1",43,-2.13556485355649,2,0
"LM","LM4","LM4xhd","T1_1",32,0.0644351464435116,2,0
"LM","LM5","LM5sld","T4_1",68,2.46443514644351,2,0
"LM","LM5","LM5shd","T6_1",60,0.96443514644351,2,0
"LM","LM5","LM5xld","T6_1",71,-1.53556485355649,2,0
"LM","LM5","LM5xhd","T6_1",77,3.96443514644351,2,0
"LM","LM6","LM6sld","T8_1",34,-4.23556485355649,2,0
"LM","LM6","LM6shd","T6_1",14,-1.83556485355649,2,0
"LM","LM6","LM6xld","T4_1",63,-1.23556485355649,2,0
"LM","LM6","LM6xhd","T7_1",19,-2.33556485355649,2,0
"LM","LM7","LM7sld","T3_1",44,-3.23556485355649,2,0
"LM","LM7","LM7shd","T6_1",47,-0.335564853556487,2,0
"LM","LM7","LM7xld","T9_1",23,-2.23556485355649,2,0
"LM","LM7","LM7xhd","T7_1",74,-1.43556485355649,2,0
"LM","LM8","LM8sld","T5_1",53,4.36443514644351,2,0
"LM","LM8","LM8shd","T3_1",40,1.26443514644351,2,0
"LM","LM8","LM8xld","T8_1",35,-0.235564853556486,2,0
"LM","LM8","LM8xhd","T1_1",37,1.56443514644351,2,0
"LM","LM9","LM9sld","T2_1",46,-0.835564853556487,2,0
"LM","LM9","LM9shd","T5_1",49,1.16443514644351,2,0
"LM","LM9","LM9xld","T5_1",61,0.164435146443513,2,0
"LM","LM9","LM9xhd","T9_1",49,0.0644351464435116,2,0
"LM","LM10","LM10sld","T4_1",56,-3.53556485355649,2,0
"LM","LM10","LM10shd","T2_1",42,-6.43556485355649,2,0
"LM","LM10","LM10xld","T3_1",59,-0.635564853556491,2,0
"LM","LM10","LM10xhd","T8_1",49,0.46443514644351,2,0
"LM","LM11","LM11sld","T5_1",64,-1.73556485355649,2,0
"LM","LM11","LM11shd","T8_1",24,-1.33556485355649,2,0
"LM","LM11","LM11xld","T9_1",69,-1.03556485355649,2,0
"LM","LM11","LM11xhd","T1_1",34,0.364435146443509,2,0
"LM","LM12","LM12sld","T3_1",53,0.864435146443509,2,0
"LM","LM12","LM12shd","T1_1",61,-1.43556485355649,2,0
"LM","LM12","LM12xld","T5_1",46,3.16443514644351,2,0
"LM","LM12","LM12xhd","T2_1",71,-0.235564853556486,2,0
"LM","LM13","LM13sld","T3_1",10,2.56443514644351,2,0
"LM","LM13","LM13shd","T2_1",10,3.36443514644351,2,0
"LM","LM13","LM13xld","T9_1",14,1.66443514644351,2,0
"LM","LM13","LM13xhd","T1_1",7,1.36443514644351,2,0
"LM","LM14","LM14sld","T5_1",62,0.96443514644351,2,0
"LM","LM14","LM14shd","T4_1",63,1.16443514644351,2,0
"LM","LM14","LM14xld","T6_1",52,0.164435146443513,2,0
"LM","LM14","LM14xhd","T5_1",72,2.36443514644351,2,0
"LM","LM15","LM15sld","T5_1",37,-0.935564853556488,2,0
"LM","LM15","LM15shd","T5_1",70,-0.635564853556491,2,0
"LM","LM15","LM15xld","T5_1",70,1.36443514644351,2,0
"LM","LM15","LM15xhd","T8_1",28,2.56443514644351,2,0
"LM","LM16","LM16sld","T3_1",44,2.86443514644351,2,0
"LM","LM16","LM16shd","T6_1",43,2.06443514644351,2,0
"LM","LM16","LM16xld","T2_1",61,1.46443514644351,2,0
"LM","LM16","LM16xhd","T9_1",53,1.16443514644351,2,0
"LM","LM17","LM17sld","T7_1",50,0.96443514644351,2,0
"LM","LM17","LM17shd","T3_1",45,-2.63556485355649,2,0
"LM","LM17","LM17xld","T2_1",32,-1.03556485355649,2,0
"LM","LM17","LM17xhd","T1_1",29,0.664435146443513,2,0
"LM","LM18","LM18sld","T5_1",69,1.46443514644351,2,0
"LM","LM18","LM18shd","T1_1",47,4.36443514644351,2,0
"LM","LM18","LM18xld","T2_1",80,-1.13556485355649,2,0
"LM","LM18","LM18xhd","T6_1",56,-1.13556485355649,2,0
"LM","LM19","LM19sld","T7_1",73,1.06443514644351,2,0
"LM","LM19","LM19shd","T8_1",61,-1.53556485355649,2,0
"LM","LM19","LM19xld","T9_1",65,-4.03556485355649,2,0
"LM","LM19","LM19xhd","T6_1",63,2.46443514644351,2,0
"LM","LM20","LM20sld","T9_1",78,2.16443514644351,2,0
"LM","LM20","LM20shd","T10_1",61,0.164435146443513,2,0
"LM","LM20","LM20xld","T10_1",34,2.46443514644351,2,0
"LM","LM20","LM20xhd","T10_1",67,0.364435146443509,2,0
"LM","LM21","LM21sld","T4_1",55,2.36443514644351,2,0
"LM","LM21","LM21shd","T7_1",70,0.164435146443513,2,0
"LM","LM21","LM21xld","T6_1",59,-0.53556485355649,2,0
"LM","LM21","LM21xhd","T7_1",56,-1.03556485355649,2,0
"LM","LM22","LM22sld","T6_1",40,-0.0355648535564898,2,0
"LM","LM22","LM22shd","T9_1",53,-0.335564853556487,2,0
"LM","LM22","LM22xld","T6_1",35,1.16443514644351,2,0
"LM","LM22","LM22xhd","T2_1",66,-0.335564853556487,2,0
"LM","LM23","LM23sld","T2_1",70,-6.83556485355649,2,0
"LM","LM23","LM23shd","T4_1",48,-2.13556485355649,2,0
"LM","LM23","LM23xld","T8_1",40,-2.43556485355649,2,0
"LM","LM23","LM23xhd","T6_1",33,-5.23556485355649,2,0
"LM","LM24","LM24sld","T5_1",40,1.36443514644351,2,0
"LM","LM24","LM24shd","T7_1",46,3.16443514644351,2,0
"LM","LM24","LM24xld","T3_1",67,-0.0355648535564898,2,0
"LM","LM24","LM24xhd","T3_1",31,0.864435146443509,2,0
"LM","LM25","LM25sld","T1_1",47,0.864435146443509,2,0
"LM","LM25","LM25shd","T8_1",53,2.26443514644351,2,0
"LM","LM25","LM25xld","T2_1",46,-0.835564853556487,2,0
"LM","LM25","LM25xhd","T2_1",44,1.06443514644351,2,0
"LM","LM26","LM26sld","T1_1",70,-0.53556485355649,2,0
"LM","LM26","LM26shd","T4_1",76,1.96443514644351,2,0
"LM","LM26","LM26xld","T9_1",26,-0.335564853556487,2,0
"LM","LM26","LM26xhd","T2_1",45,1.66443514644351,2,0
"LM","LM27","LM27sld","T2_1",65,-3.93556485355649,2,0
"LM","LM27","LM27shd","T5_1",79,1.66443514644351,2,0
"LM","LM27","LM27xld","T3_1",74,1.36443514644351,2,0
"LM","LM27","LM27xhd","T8_1",53,1.66443514644351,2,0
"LM","LM28","LM28sld","T6_1",57,-1.93556485355649,2,0
"LM","LM28","LM28shd","T4_1",60,-2.73556485355649,2,0
"LM","LM28","LM28xld","T6_1",45,-3.13556485355649,2,0
"LM","LM28","LM28xhd","T6_1",57,-2.63556485355649,2,0
"LM","LM29","LM29sld","T7_1",37,0.46443514644351,2,0
"LM","LM29","LM29shd","T8_1",55,2.56443514644351,2,0
"LM","LM29","LM29xld","T8_1",37,1.76443514644351,2,0
"LM","LM29","LM29xhd","T8_1",19,-3.03556485355649,2,0
"LM","LM30","LM30sld","T8_1",69,-3.33556485355649,2,0
"LM","LM30","LM30shd","T7_1",47,-7.33556485355649,2,0
"LM","LM30","LM30xld","T7_1",64,-0.135564853556491,2,0
"LM","LM30","LM30xhd","T6_1",48,-1.63556485355649,2,0
"PM","PM1","PM1sld","T9_1",69,3.41589958158995,2,0
"PM","PM1","PM1shd","T9_1",84,3.11589958158996,2,1
"PM","PM1","PM1xld","T4_1",73,3.91589958158995,2,0
"PM","PM1","PM1xhd","T3_1",60,6.31589958158996,2,0
"PM","PM2","PM2sld","T6_1",67,-1.18410041841004,2,0
"PM","PM2","PM2shd","T4_1",72,-0.584100418410045,2,0.5
"PM","PM2","PM2xld","T3_1",49,2.41589958158995,2,0
"PM","PM2","PM2xhd","T7_1",45,0.615899581589957,2,0
"PM","PM3","PM3sld","T6_1",61,3.01589958158996,2,0
"PM","PM3","PM3shd","T1_1",71,3.51589958158996,2,0
"PM","PM3","PM3xld","T4_1",44,3.61589958158996,2,0
"PM","PM3","PM3xhd","T1_1",45,2.71589958158996,2,0
"PM","PM4","PM4sld","T9_1",74,-3.48410041841004,2,0
"PM","PM4","PM4shd","T2_1",53,-1.08410041841005,2,0
"PM","PM4","PM4xld","T8_1",71,-0.584100418410045,2,0.5
"PM","PM4","PM4xhd","T6_1",43,-0.18410041841004,2,0
"PM","PM5","PM5sld","T5_1",74,1.41589958158995,2,0
"PM","PM5","PM5shd","T5_1",74,0.615899581589957,2,0
"PM","PM5","PM5xld","T7_1",53,2.21589958158996,2,0
"PM","PM5","PM5xhd","T6_1",24,-5.08410041841005,2,0
"PM","PM6","PM6sld","T4_1",72,-6.08410041841005,2,0
"PM","PM6","PM6shd","T4_1",61,-4.58410041841005,2,0
"PM","PM6","PM6xld","T3_1",33,-1.58410041841005,2,0
"PM","PM6","PM6xhd","T9_1",28,-3.48410041841004,2,0
"PM","PM7","PM7sld","T7_1",45,-1.38410041841004,2,0
"PM","PM7","PM7shd","T8_1",31,-4.18410041841004,2,0
"PM","PM7","PM7xld","T9_1",80,0.215899581589959,2,0
"PM","PM7","PM7xhd","T4_1",45,-2.08410041841005,2,0
"PM","PM8","PM8sld","T4_1",49,-0.284100418410041,2,0
"PM","PM8","PM8shd","T8_1",77,2.21589958158996,2,0.5
"PM","PM8","PM8xld","T8_1",61,2.31589958158996,2,0
"PM","PM8","PM8xhd","T4_1",37,0.115899581589958,2,0
"PM","PM9","PM9sld","T9_1",57,-0.0841004184100452,2,0
"PM","PM9","PM9shd","T8_1",68,0.115899581589958,2,0.5
"PM","PM9","PM9xld","T3_1",37,1.41589958158995,2,0
"PM","PM9","PM9xhd","T4_1",26,0.0158995815899562,2,0
"PM","PM10","PM10sld","T5_1",64,2.31589958158996,2,0
"PM","PM10","PM10shd","T9_1",67,3.51589958158996,2,0
"PM","PM10","PM10xld","T2_1",40,1.31589958158996,2,0
"PM","PM10","PM10xhd","T8_1",35,-2.08410041841005,2,0
"PM","PM11","PM11sld","T4_1",37,0.515899581589956,2,0
"PM","PM11","PM11shd","T8_1",30,3.71589958158996,2,0
"PM","PM11","PM11xld","T9_1",27,-0.384100418410042,2,0
"PM","PM11","PM11xhd","T2_1",27,-0.784100418410041,2,0
"PM","PM12","PM12sld","T1_1",33,2.01589958158996,2,0
"PM","PM12","PM12shd","T1_1",29,0.515899581589956,2,0
"PM","PM12","PM12xld","T3_1",30,1.01589958158996,2,0
"PM","PM12","PM12xhd","T5_1",75,2.41589958158995,2,1
"PM","PM13","PM13sld","T4_1",73,2.81589958158996,2,0
"PM","PM13","PM13shd","T3_1",75,4.91589958158995,2,0
"PM","PM13","PM13xld","T8_1",37,2.91589958158995,2,0
"PM","PM13","PM13xhd","T8_1",67,1.41589958158995,2,0
"PM","PM14","PM14sld","T4_1",68,8.21589958158996,2,0
"PM","PM14","PM14shd","T8_1",74,3.21589958158996,2,0
"PM","PM14","PM14xld","T2_1",49,8.11589958158996,2,0
"PM","PM14","PM14xhd","T2_1",74,0.415899581589955,2,0.5
"PM","PM15","PM15sld","T9_1",57,-8.38410041841004,2,1
"PM","PM15","PM15shd","T5_1",79,0.0158995815899562,2,0.5
"PM","PM15","PM15xld","T3_1",85,-1.08410041841005,2,0
"PM","PM15","PM15xhd","T2_1",44,0.615899581589957,2,0
"PM","PM16","PM16sld","T4_1",70,-0.18410041841004,2,0
"PM","PM16","PM16shd","T1_1",88,-0.784100418410041,2,0.5
"PM","PM16","PM16xld","T2_1",81,0.415899581589955,2,0.5
"PM","PM16","PM16xhd","T8_1",56,4.81589958158996,2,0.5
"PM","PM17","PM17sld","T4_1",30,-1.68410041841004,2,0
"PM","PM17","PM17shd","T3_1",67,4.01589958158996,2,0
"PM","PM17","PM17xld","T8_1",43,3.11589958158996,2,0
"PM","PM17","PM17xhd","T5_1",52,3.31589958158996,2,0
"PM","PM18","PM18sld","T5_1",75,-1.38410041841004,2,0
"PM","PM18","PM18shd","T5_1",75,-0.884100418410042,2,0
"PM","PM18","PM18xld","T9_1",29,-5.08410041841005,2,0
"PM","PM18","PM18xhd","T2_1",27,-4.48410041841004,2,0
"PM","PM19","PM19sld","T3_1",74,-1.88410041841004,2,0.5
"PM","PM19","PM19shd","T5_1",81,-2.08410041841005,2,1
"PM","PM19","PM19xld","T7_1",70,-0.18410041841004,2,0
"PM","PM19","PM19xhd","T5_1",45,-2.08410041841005,2,0.5
"PM","PM20","PM20sld","T10_1",57,2.41589958158995,2,0
"PM","PM20","PM20shd","T9_1",70,3.51589958158996,2,0
"PM","PM20","PM20xld","T10_1",74,1.01589958158996,2,0
"PM","PM20","PM20xhd","T10_1",53,3.51589958158996,2,0
"PM","PM21","PM21sld","T1_1",79,2.01589958158996,2,0.5
"PM","PM21","PM21shd","T9_1",74,-3.28410041841004,2,0
"PM","PM21","PM21xld","T7_1",29,-3.18410041841004,2,0
"PM","PM21","PM21xhd","T2_1",60,3.11589958158996,2,0
"PM","PM22","PM22sld","T8_1",67,-5.78410041841004,2,0
"PM","PM22","PM22shd","T4_1",30,-2.18410041841004,2,0
"PM","PM22","PM22xld","T4_1",80,-1.98410041841004,2,1
"PM","PM22","PM22xhd","T7_1",83,-0.484100418410044,2,0
"PM","PM23","PM23sld","T6_1",62,-6.08410041841005,2,0
"PM","PM23","PM23shd","T6_1",80,2.71589958158996,2,0
"PM","PM23","PM23xld","T1_1",78,2.61589958158996,2,0
"PM","PM23","PM23xhd","T4_1",62,-5.28410041841004,2,0
"PM","PM24","PM24sld","T4_1",60,-0.384100418410042,2,0
"PM","PM24","PM24shd","T9_1",77,-1.58410041841005,2,0
"PM","PM24","PM24xld","T5_1",69,-2.18410041841004,2,0
"PM","PM24","PM24xhd","T1_1",44,-3.08410041841005,2,0
"PM","PM25","PM25sld","T1_1",62,2.01589958158996,2,0
"PM","PM25","PM25shd","T6_1",71,4.31589958158996,2,0
"PM","PM25","PM25xld","T1_1",62,3.31589958158996,2,0
"PM","PM25","PM25xhd","T6_1",57,-0.884100418410042,2,0
"PM","PM26","PM26sld","T1_1",29,-1.98410041841004,2,0
"PM","PM26","PM26shd","T4_1",67,-2.58410041841005,2,0.5
"PM","PM26","PM26xld","T9_1",34,-4.48410041841004,2,0
"PM","PM26","PM26xhd","T3_1",20,-4.28410041841004,2,0
"PM","PM27","PM27sld","T5_1",73,-5.58410041841005,2,0.5
"PM","PM27","PM27shd","T6_1",69,-1.88410041841004,2,0.5
"PM","PM27","PM27xld","T3_1",62,-9.58410041841005,2,0
"PM","PM27","PM27xhd","T6_1",60,2.41589958158995,2,0
"PM","PM28","PM28sld","T2_1",74,0.515899581589956,2,0
"PM","PM28","PM28shd","T7_1",74,-1.38410041841004,2,0
"PM","PM28","PM28xld","T6_1",33,-1.28410041841004,2,0
"PM","PM28","PM28xhd","T6_1",51,0.115899581589958,2,0
"PM","PM29","PM29sld","T5_1",46,2.71589958158996,2,0
"PM","PM29","PM29shd","T5_1",65,0.215899581589959,2,0
"PM","PM29","PM29xld","T7_1",29,-3.18410041841004,2,0
"PM","PM29","PM29xhd","T5_1",29,-3.68410041841004,2,0
"PM","PM30","PM30sld","T5_1",84,-0.884100418410042,2,0.5
"PM","PM30","PM30shd","T8_1",71,5.11589958158996,2,0
"PM","PM30","PM30xld","T9_1",26,-1.88410041841004,2,0
"PM","PM30","PM30xhd","T4_1",22,-0.884100418410042,2,0
"T","T1","T1sld","T7_1",75,2.00948275862068,2,0
"T","T1","T1shd","T9_1",42,0.40948275862069,2,0
"T","T1","T1xld","T3_1",83,0.40948275862069,2,0
"T","T1","T1xhd","T7_1",74,0.509482758620685,2,0
"T","T2","T2sld","T1_1",67,-1.49051724137932,2,0
"T","T2","T2shd","T5_1",67,1.00948275862068,2,0.5
"T","T2","T2xld","T3_1",37,2.10948275862069,2,0
"T","T2","T2xhd","T5_1",76,3.40948275862069,2,0.5
"T","T3","T3sld","T5_1",73,4.30948275862069,2,0
"T","T3","T3shd","T6_1",67,-0.690517241379311,2,0
"T","T3","T3xld","T2_1",63,-0.890517241379314,2,0
"T","T3","T3xhd","T8_1",63,-2.79051724137931,2,0.5
"T","T4","T4sld","T9_1",10,-2.49051724137932,2,0.5
"T","T4","T4shd","T8_1",69,-5.79051724137931,2,0.5
"T","T4","T4xld","T5_1",71,-0.790517241379312,2,0
"T","T4","T4xhd","T6_1",86,-8.39051724137932,2,0.5
"T","T5","T5sld","T6_1",46,3.30948275862069,2,0.5
"T","T5","T5shd","T3_1",46,2.50948275862068,2,0
"T","T5","T5xld","T4_1",73,2.60948275862069,2,0
"T","T5","T5xhd","T8_1",49,3.60948275862069,2,0
"T","T6","T6sld","T7_1",75,1.80948275862069,2,0
"T","T6","T6shd","T1_1",45,1.10948275862069,2,0
"T","T6","T6xld","T6_1",61,-0.990517241379315,2,0
"T","T6","T6xhd","T3_1",49,4.80948275862069,2,0
"T","T7","T7sld","T3_1",73,-0.890517241379314,2,0
"T","T7","T7shd","T2_1",67,-5.79051724137931,2,0
"T","T7","T7xld","T1_1",85,-2.99051724137932,2,1
"T","T7","T7xhd","T3_1",37,0.40948275862069,2,0
"T","T8","T8sld","T2_1",44,2.50948275862068,2,0
"T","T8","T8shd","T5_1",44,2.00948275862068,2,0
"T","T8","T8xld","T9_1",52,5.20948275862069,2,0
"T","T8","T8xhd","T5_1",71,0.309482758620689,2,0
"T","T9","T9sld","T1_1",72,0.709482758620688,2,0.5
"T","T9","T9shd","T5_1",44,-1.59051724137931,2,0.5
"T","T9","T9xld","T9_1",80,6.40948275862069,2,0
"T","T9","T9xhd","T4_1",32,-0.490517241379315,2,0
"T","T10","T10sld","T3_1",48,-0.190517241379311,2,0
"T","T10","T10shd","T6_1",45,2.60948275862069,2,0
"T","T10","T10xld","T8_1",37,-2.79051724137931,2,0.5
"T","T11","T11sld","T7_1",46,-0.59051724137931,2,0
"T","T11","T11shd","T5_1",44,-1.29051724137931,2,0
"T","T11","T11xld","T5_1",29,-3.09051724137931,2,0.5
"T","T11","T11xhd","T8_1",56,-0.490517241379315,2,0
"T","T12","T12sld","T4_1",51,0.809482758620689,2,0
"T","T12","T12shd","T4_1",53,-0.59051724137931,2,0
"T","T12","T12xld","T6_1",46,1.10948275862069,2,0
"T","T12","T12xhd","T1_1",34,0.709482758620688,2,0
"T","T13","T13sld","T3_1",33,-2.99051724137932,2,0
"T","T13","T13shd","T5_1",31,-1.39051724137931,2,0.5
"T","T13","T13xld","T3_1",46,0.00948275862068471,2,0
"T","T13","T13xhd","T1_1",35,-4.29051724137931,2,0
"T","T14","T14sld","T2_1",82,2.10948275862069,2,0
"T","T14","T14shd","T3_1",78,-0.190517241379311,2,0
"T","T14","T14xld","T3_1",47,0.00948275862068471,2,0
"T","T14","T14xhd","T7_1",71,3.40948275862069,2,0
"T","T15","T15sld","T7_1",46,4.30948275862069,2,0
"T","T15","T15shd","T8_1",71,1.80948275862069,2,0.5
"T","T15","T15xld","T2_1",74,3.60948275862069,2,0.5
"T","T15","T15xhd","T8_1",57,4.30948275862069,2,1
"T","T16","T16sld","T6_1",60,-2.09051724137931,2,0.5
"T","T16","T16shd","T5_1",60,-0.390517241379314,2,0
"T","T16","T16xld","T2_1",47,1.80948275862069,2,0
"T","T16","T16xhd","T1_1",26,3.00948275862068,2,0
"T","T17","T17sld","T4_1",35,-2.59051724137931,2,0
"T","T17","T17shd","T2_1",34,-0.790517241379312,2,0
"T","T17","T17xld","T6_1",31,-2.29051724137931,2,0
"T","T17","T17xhd","T8_1",89,-8.29051724137931,2,1
"T","T18","T18sld","T9_1",51,4.00948275862068,2,0
"T","T18","T18shd","T2_1",53,4.00948275862068,2,0
"T","T18","T18xld","T2_1",50,3.80948275862069,2,0
"T","T18","T18xhd","T9_1",47,2.10948275862069,2,0
"T","T19","T19sld","T7_1",51,7.60948275862069,2,0
"T","T19","T19shd","T1_1",73,4.30948275862069,2,0
"T","T19","T19xld","T2_1",30,1.30948275862069,2,0
"T","T19","T19xhd","T7_1",20,0.709482758620688,2,0
