"pop","mother","crossID","blocktray","timetosowing","MCseed","nseed","germ2"
"T","T20","T20sld","T9_1",60,-3.99051724137932,2,0.5
"T","T20","T20shd","T9_1",65,2.00948275862068,2,0
"T","T20","T20xld","T10_1",44,0.00948275862068471,2,0.5
"T","T20","T20xhd","T10_1",43,-0.490517241379315,2,0
"T","T21","T21sld","T9_1",50,-0.390517241379314,2,0
"T","T21","T21shd","T8_1",44,-3.69051724137931,2,0
"T","T21","T21xld","T5_1",69,0.309482758620689,2,0
"T","T21","T21xhd","T8_1",84,-3.19051724137931,2,1
"T","T22","T22sld","T6_1",67,-5.89051724137931,2,0
"T","T22","T22shd","T6_1",45,0.209482758620688,2,0
"T","T22","T22xld","T1_1",37,-5.29051724137931,2,0
"T","T22","T22xhd","T2_1",60,-2.09051724137931,2,0
"T","T23","T23sld","T3_1",63,0.40948275862069,2,0
"T","T23","T23shd","T1_1",69,0.609482758620686,2,0
"T","T23","T23xld","T7_1",74,-0.690517241379311,2,1
"T","T23","T23xhd","T9_1",29,-0.990517241379315,2,0
"T","T24","T24sld","T1_1",69,2.00948275862068,2,0
"T","T24","T24shd","T6_1",67,3.30948275862069,2,0
"T","T24","T24xld","T4_1",78,-7.49051724137932,2,0
"T","T25","T25sld","T1_1",50,-3.29051724137931,2,0
"T","T25","T25shd","T3_1",56,-3.09051724137931,2,0
"T","T25","T25xld","T2_1",62,0.309482758620689,2,0
"T","T25","T25xhd","T5_1",31,0.509482758620685,2,0
"T","T26","T26sld","T3_1",53,2.30948275862069,2,0
"T","T26","T26shd","T7_1",65,-5.09051724137931,2,0.5
"T","T26","T26xld","T9_1",50,0.609482758620686,2,0
"T","T26","T26xhd","T7_1",40,0.709482758620688,2,0.5
"T","T27","T27sld","T1_1",73,-1.29051724137931,2,0.5
"T","T27","T27shd","T1_1",53,-2.69051724137931,2,0.5
"T","T27","T27xld","T2_1",77,1.50948275862068,2,0
"T","T27","T27xhd","T4_1",49,-0.290517241379312,2,0
"T","T28","T28sld","T1_1",35,-2.39051724137931,2,0
"T","T28","T28shd","T4_1",53,0.909482758620691,2,0
"T","T28","T28xld","T7_1",74,1.80948275862069,2,0.5
"T","T28","T28xhd","T4_1",28,0.309482758620689,2,0
"T","T29","T29sld","T7_1",53,-0.490517241379315,2,0
"T","T29","T29shd","T6_1",70,-0.690517241379311,2,0
"T","T29","T29xld","T1_1",67,-0.690517241379311,2,0
"T","T29","T29xhd","T2_1",65,-4.79051724137931,2,0
"T","T30","T30sld","T2_1",67,-2.09051724137931,2,0
"T","T30","T30shd","T2_1",61,-1.59051724137931,2,0
"T","T30","T30xld","T7_1",55,2.00948275862068,2,0
"T","T30","T30xhd","T2_1",74,2.00948275862068,2,0
"CC","CC1","CC1sld","T1_1",27,-4.8082251082251,2,0
"CC","CC1","CC1shd","T8_1",30,-2.60822510822511,2,0
"CC","CC1","CC1xld","T5_1",40,-0.208225108225102,2,0
"CC","CC1","CC1xhd","T4_1",69,0.991774891774894,2,0
"CC","CC2","CC2sld","T8_1",42,-2.10822510822511,2,0
"CC","CC2","CC2shd","T2_1",29,0.291774891774898,2,0
"CC","CC2","CC2xld","T9_1",62,-3.2082251082251,2,0
"CC","CC2","CC2xhd","T2_1",50,1.39177489177489,2,0
"CC","CC3","CC3sld","T8_1",46,5.6917748917749,2,0
"CC","CC3","CC3shd","T3_1",45,4.39177489177489,2,0
"CC","CC3","CC3xld","T8_1",51,1.49177489177489,2,0
"CC","CC3","CC3xhd","T4_1",49,8.19177489177489,2,0
"CC","CC4","CC4sld","T3_1",40,-1.8082251082251,2,0.5
"CC","CC4","CC4shd","T5_1",24,0.891774891774892,2,0
"CC","CC4","CC4xld","T7_1",66,1.2917748917749,2,0
"CC","CC4","CC4xhd","T5_1",52,-1.00822510822511,2,0
"CC","CC5","CC5sld","T7_1",24,-11.3082251082251,2,1
"CC","CC5","CC5shd","T1_1",37,-9.00822510822511,2,0.5
"CC","CC5","CC5xld","T8_1",51,-9.50822510822511,2,1
"CC","CC5","CC5xhd","T1_1",29,-14.5082251082251,2,0.5
"CC","CC6","CC6sld","T1_1",65,0.991774891774894,2,0
"CC","CC6","CC6shd","T2_1",59,0.591774891774895,2,0
"CC","CC6","CC6xld","T7_1",49,-0.508225108225106,2,0
"CC","CC6","CC6xhd","T9_1",69,-0.508225108225106,2,0
"CC","CC7","CC7sld","T3_1",57,0.491774891774894,2,0
"CC","CC7","CC7shd","T8_1",45,-0.00822510822510628,2,0
"CC","CC7","CC7xld","T9_1",70,1.7917748917749,2,0
"CC","CC7","CC7xhd","T2_1",45,-0.208225108225102,2,0
"CC","CC8","CC8sld","T8_1",29,-10.5082251082251,2,0.5
"CC","CC8","CC8shd","T6_1",24,-11.9082251082251,2,0
"CC","CC8","CC8xld","T4_1",37,-10.7082251082251,1,1
"CC","CC8","CC8xhd","T8_1",20,-7.90822510822511,2,0
"CC","CC9","CC9sld","T4_1",45,2.99177489177489,2,0
"CC","CC9","CC9shd","T3_1",52,6.89177489177489,2,0
"CC","CC9","CC9xld","T1_1",37,2.7917748917749,2,0
"CC","CC9","CC9xhd","T4_1",42,5.2917748917749,2,0
"CC","CC10","CC10sld","T3_1",52,1.2917748917749,2,0
"CC","CC10","CC10shd","T7_1",49,1.5917748917749,2,0.5
"CC","CC10","CC10xld","T9_1",28,-0.608225108225108,2,0
"CC","CC10","CC10xhd","T4_1",62,-0.808225108225103,2,0.5
"CC","CC11","CC11sld","T1_1",35,1.1917748917749,2,0
"CC","CC11","CC11shd","T4_1",48,1.49177489177489,2,0
"CC","CC11","CC11xld","T3_1",46,3.39177489177489,2,0
"CC","CC11","CC11xhd","T1_1",68,1.0917748917749,2,0
"CC","CC12","CC12sld","T6_1",51,3.2917748917749,2,0
"CC","CC12","CC12shd","T2_1",37,0.291774891774898,2,0
"CC","CC12","CC12xld","T7_1",52,6.6917748917749,2,0
"CC","CC12","CC12xhd","T8_1",72,4.89177489177489,2,0
"CC","CC13","CC13sld","T8_1",47,1.2917748917749,2,0
"CC","CC13","CC13shd","T7_1",49,-2.60822510822511,2,0
"CC","CC13","CC13xld","T9_1",67,0.0917748917748951,2,0
"CC","CC13","CC13xhd","T5_1",42,0.491774891774894,2,0
"CC","CC14","CC14sld","T8_1",79,4.99177489177489,2,0
"CC","CC14","CC14shd","T8_1",56,3.7917748917749,2,0
"CC","CC14","CC14xld","T1_1",73,3.1917748917749,2,0
"CC","CC14","CC14xhd","T3_1",69,2.2917748917749,2,0
"CC","CC15","CC15sld","T7_1",43,-4.8082251082251,2,0
"CC","CC15","CC15shd","T4_1",67,-5.4082251082251,2,1
"CC","CC15","CC15xld","T1_1",61,-3.9082251082251,2,0.5
"CC","CC15","CC15xhd","T1_1",32,-8.2082251082251,2,0
"CC","CC16","CC16sld","T9_1",42,6.89177489177489,2,0
"CC","CC16","CC16shd","T5_1",49,5.6917748917749,2,0
"CC","CC16","CC16xld","T9_1",67,6.2917748917749,2,0
"CC","CC16","CC16xhd","T4_1",49,8.49177489177489,2,0
"CC","CC17","CC17sld","T4_1",53,-3.3082251082251,2,1
"CC","CC17","CC17shd","T2_1",59,-5.00822510822511,2,1
"CC","CC17","CC17xld","T4_1",72,-4.2082251082251,2,1
"CC","CC17","CC17xhd","T4_1",43,-3.2082251082251,2,0.5
"CC","CC18","CC18sld","T9_1",34,2.1917748917749,2,0
"CC","CC18","CC18shd","T7_1",65,2.99177489177489,2,0
"CC","CC18","CC18xld","T4_1",56,0.591774891774895,2,0
"CC","CC18","CC18xhd","T9_1",56,0.691774891774897,2,0
"CC","CC19","CC19sld","T1_1",37,1.1917748917749,2,0
"CC","CC19","CC19shd","T2_1",35,-2.10822510822511,2,0
"CC","CC19","CC19xld","T5_1",28,-3.8082251082251,2,0
"CC","CC19","CC19xhd","T7_1",45,1.49177489177489,2,0
"CC","CC20","CC20sld","T10_1",49,2.0917748917749,2,1
"CC","CC20","CC20shd","T9_1",43,1.5917748917749,2,0
"CC","CC20","CC20xld","T9_1",61,3.0917748917749,2,0
"CC","CC20","CC20xhd","T10_1",37,2.89177489177489,2,0.5
"CC","CC21","CC21sld","T1_1",46,3.99177489177489,2,0
"CC","CC21","CC21shd","T3_1",44,2.5917748917749,2,0
"CC","CC21","CC21xld","T7_1",61,-0.508225108225106,2,0.5
"CC","CC21","CC21xhd","T5_1",44,2.39177489177489,2,0
"CC","CC22","CC22shd","T2_1",37,-1.9082251082251,2,0
"CC","CC22","CC22xld","T3_1",71,-2.90822510822511,2,0
"CC","CC22","CC22xhd","T5_1",26,-4.2082251082251,2,0
"CC","CC23","CC23sld","T1_1",37,-1.8082251082251,2,0
"CC","CC23","CC23shd","T8_1",45,-2.40822510822511,2,0.5
"CC","CC23","CC23xld","T6_1",50,1.7917748917749,2,0
"CC","CC23","CC23xhd","T7_1",42,-2.7082251082251,2,0
"CC","CC24","CC24sld","T1_1",56,1.7917748917749,2,0
"CC","CC24","CC24shd","T8_1",57,-0.00822510822510628,2,0
"CC","CC24","CC24xld","T1_1",63,3.7917748917749,2,0
"CC","CC24","CC24xhd","T6_1",66,6.5917748917749,2,0
"CC","CC25","CC25sld","T3_1",28,-7.4082251082251,2,0
"CC","CC25","CC25shd","T2_1",46,-2.10822510822511,2,0
"CC","CC25","CC25xld","T4_1",47,-2.00822510822511,2,0
"CC","CC25","CC25xhd","T2_1",75,-3.10822510822511,2,0
"CC","CC26","CC26sld","T9_1",59,-0.708225108225102,2,0
"CC","CC26","CC26shd","T1_1",50,2.1917748917749,2,0
"CC","CC26","CC26xld","T6_1",50,0.691774891774897,2,0
"CC","CC26","CC26xhd","T6_1",70,0.891774891774892,2,0
"CC","CC27","CC27sld","T3_1",67,2.99177489177489,2,0
"CC","CC27","CC27shd","T6_1",70,-0.408225108225105,2,0
"CC","CC27","CC27xld","T7_1",70,-0.00822510822510628,2,0
"CC","CC27","CC27xhd","T3_1",37,2.6917748917749,2,0
"CC","CC28","CC28sld","T9_1",37,3.2917748917749,2,0
"CC","CC28","CC28shd","T7_1",37,2.6917748917749,2,0.5
"CC","CC28","CC28xld","T3_1",57,-3.10822510822511,2,0
"CC","CC28","CC28xhd","T7_1",57,-2.3082251082251,2,0
"CC","CC29","CC29sld","T4_1",51,-1.00822510822511,2,0
"CC","CC29","CC29shd","T6_1",40,-0.508225108225106,2,0
"CC","CC29","CC29xld","T6_1",37,0.991774891774894,2,0
"CC","CC29","CC29xhd","T7_1",44,-2.3082251082251,2,0
"CC","CC30","CC30sld","T3_1",46,2.39177489177489,2,0
"CC","CC30","CC30shd","T7_1",68,1.5917748917749,2,0.5
"CC","CC30","CC30xld","T2_1",73,1.0917748917749,2,0
"CC","CC30","CC30xhd","T7_1",29,-4.10822510822511,2,0
"LM","LM1","LM1sld","T3_2",151,-2.33556485355649,2,0
"LM","LM1","LM1shd","T3_2",154,-0.135564853556491,2,0
"LM","LM1","LM1xld","T1_2",154,2.66443514644351,2,0
"LM","LM1","LM1xhd","T2_2",154,4.76443514644351,2,0
"LM","LM2","LM2sld","T4_2",127,2.56443514644351,2,0
"LM","LM2","LM2shd","T7_2",155,-0.435564853556488,2,0
"LM","LM2","LM2xld","T9_2",127,1.36443514644351,2,0
"LM","LM2","LM2xhd","T7_2",154,0.764435146443515,2,0.5
"LM","LM3","LM3sld","T8_2",146,0.264435146443514,2,1
"LM","LM3","LM3shd","T5_2",136,-0.135564853556491,2,0
"LM","LM3","LM3xld","T7_2",124,3.26443514644351,2,0
"LM","LM3","LM3xhd","T6_2",121,2.26443514644351,2,0
"LM","LM4","LM4sld","T2_2",114,-0.0355648535564898,1,1
"LM","LM4","LM4shd","T2_2",104,-1.53556485355649,2,0
"LM","LM4","LM4xld","T9_2",133,-2.13556485355649,2,0
"LM","LM4","LM4xhd","T1_2",122,0.0644351464435116,2,0
"LM","LM5","LM5sld","T4_2",158,2.46443514644351,2,0
"LM","LM5","LM5shd","T6_2",150,0.96443514644351,2,0.5
"LM","LM5","LM5xld","T6_2",161,-1.53556485355649,2,0.5
"LM","LM5","LM5xhd","T6_2",167,3.96443514644351,2,0.5
"LM","LM6","LM6sld","T8_2",124,-4.23556485355649,2,0
"LM","LM6","LM6shd","T6_2",104,-1.83556485355649,2,0
"LM","LM6","LM6xld","T4_2",153,-1.23556485355649,2,0.5
"LM","LM6","LM6xhd","T7_2",109,-2.33556485355649,2,0
"LM","LM7","LM7sld","T3_2",134,-3.23556485355649,2,0
"LM","LM7","LM7shd","T6_2",137,-0.335564853556487,2,0.5
"LM","LM7","LM7xld","T9_2",113,-2.23556485355649,2,0
"LM","LM7","LM7xhd","T7_2",164,-1.43556485355649,2,0.5
"LM","LM8","LM8sld","T5_2",143,4.36443514644351,2,0
"LM","LM8","LM8shd","T3_2",130,1.26443514644351,2,0
"LM","LM8","LM8xld","T8_2",125,-0.235564853556486,2,1
"LM","LM8","LM8xhd","T1_2",127,1.56443514644351,2,0
"LM","LM9","LM9sld","T2_2",136,-0.835564853556487,2,0
"LM","LM9","LM9shd","T5_2",139,1.16443514644351,2,0
"LM","LM9","LM9xld","T5_2",151,0.164435146443513,2,0
"LM","LM9","LM9xhd","T9_2",139,0.0644351464435116,2,0.5
"LM","LM10","LM10sld","T4_2",146,-3.53556485355649,2,0
"LM","LM10","LM10shd","T2_2",132,-6.43556485355649,2,0
"LM","LM10","LM10xld","T3_2",149,-0.635564853556491,2,0.5
"LM","LM11","LM11sld","T5_2",154,-1.73556485355649,2,0
"LM","LM11","LM11shd","T8_2",114,-1.33556485355649,2,0
"LM","LM11","LM11xld","T9_2",159,-1.03556485355649,2,0.5
"LM","LM11","LM11xhd","T1_2",124,0.364435146443509,2,0
"LM","LM12","LM12sld","T3_2",143,0.864435146443509,2,0.5
"LM","LM12","LM12shd","T1_2",151,-1.43556485355649,2,1
"LM","LM12","LM12xld","T5_2",136,3.16443514644351,2,1
"LM","LM12","LM12xhd","T2_2",161,-0.235564853556486,2,1
"LM","LM13","LM13sld","T3_2",100,2.56443514644351,2,0
"LM","LM13","LM13shd","T2_2",100,3.36443514644351,2,0
"LM","LM13","LM13xld","T9_2",104,1.66443514644351,2,0
"LM","LM13","LM13xhd","T1_2",97,1.36443514644351,2,0
"LM","LM14","LM14sld","T5_2",152,0.96443514644351,2,0
"LM","LM14","LM14shd","T4_2",153,1.16443514644351,2,0
"LM","LM14","LM14xld","T6_2",142,0.164435146443513,2,0.5
"LM","LM14","LM14xhd","T5_2",162,2.36443514644351,2,0
"LM","LM15","LM15sld","T5_2",127,-0.935564853556488,2,0
"LM","LM15","LM15shd","T5_2",160,-0.635564853556491,2,0.5
"LM","LM15","LM15xld","T5_2",160,1.36443514644351,2,0
"LM","LM15","LM15xhd","T8_2",118,2.56443514644351,2,0
"LM","LM16","LM16sld","T3_2",134,2.86443514644351,2,0
"LM","LM16","LM16shd","T6_2",133,2.06443514644351,2,0.5
"LM","LM16","LM16xld","T2_2",151,1.46443514644351,2,0
"LM","LM16","LM16xhd","T9_2",143,1.16443514644351,2,0.5
"LM","LM17","LM17sld","T7_2",140,0.96443514644351,2,0
"LM","LM17","LM17shd","T3_2",135,-2.63556485355649,2,0
"LM","LM17","LM17xld","T2_2",122,-1.03556485355649,2,0
"LM","LM17","LM17xhd","T1_2",119,0.664435146443513,2,0
"LM","LM18","LM18sld","T5_2",159,1.46443514644351,2,0
"LM","LM18","LM18shd","T1_2",137,4.36443514644351,2,0.5
"LM","LM18","LM18xld","T2_2",170,-1.13556485355649,2,0.5
"LM","LM18","LM18xhd","T6_2",146,-1.13556485355649,2,0.5
"LM","LM19","LM19sld","T7_2",163,1.06443514644351,2,0
"LM","LM19","LM19shd","T8_2",151,-1.53556485355649,2,0
"LM","LM19","LM19xld","T9_2",155,-4.03556485355649,2,0.5
"LM","LM19","LM19xhd","T6_2",153,2.46443514644351,2,0
"LM","LM20","LM20sld","T1_2",168,2.16443514644351,2,0.5
"LM","LM20","LM20shd","T8_2",151,0.164435146443513,2,1
"LM","LM20","LM20xld","T2_2",124,2.46443514644351,2,0
"LM","LM20","LM20xhd","T9_2",157,0.364435146443509,2,0
"LM","LM21","LM21sld","T4_2",145,2.36443514644351,2,0
"LM","LM21","LM21shd","T7_2",160,0.164435146443513,2,0
"LM","LM21","LM21xld","T6_2",149,-0.53556485355649,2,0
"LM","LM21","LM21xhd","T7_2",146,-1.03556485355649,2,0
"LM","LM22","LM22sld","T6_2",130,-0.0355648535564898,2,0
"LM","LM22","LM22shd","T9_2",143,-0.335564853556487,2,0
"LM","LM22","LM22xld","T6_2",125,1.16443514644351,2,0
"LM","LM22","LM22xhd","T2_2",156,-0.335564853556487,2,0
"LM","LM23","LM23sld","T2_2",160,-6.83556485355649,2,0
"LM","LM23","LM23shd","T4_2",138,-2.13556485355649,2,0.5
"LM","LM23","LM23xld","T8_2",130,-2.43556485355649,2,0
"LM","LM23","LM23xhd","T6_2",123,-5.23556485355649,2,0.5
"LM","LM24","LM24sld","T5_2",130,1.36443514644351,2,0
"LM","LM24","LM24shd","T7_2",136,3.16443514644351,2,0
"LM","LM24","LM24xld","T3_2",157,-0.0355648535564898,2,0
"LM","LM24","LM24xhd","T3_2",121,0.864435146443509,2,0
"LM","LM25","LM25sld","T1_2",137,0.864435146443509,2,0
"LM","LM25","LM25shd","T8_2",143,2.26443514644351,2,0.5
"LM","LM25","LM25xld","T2_2",136,-0.835564853556487,1,1
"LM","LM25","LM25xhd","T2_2",134,1.06443514644351,2,0
"LM","LM26","LM26sld","T1_2",160,-0.53556485355649,2,0.5
"LM","LM26","LM26shd","T4_2",166,1.96443514644351,2,0
"LM","LM26","LM26xld","T9_2",116,-0.335564853556487,2,0
"LM","LM26","LM26xhd","T2_2",135,1.66443514644351,2,0
"LM","LM27","LM27sld","T2_2",155,-3.93556485355649,2,0.5
"LM","LM27","LM27shd","T5_2",169,1.66443514644351,2,0
"LM","LM27","LM27xld","T3_2",164,1.36443514644351,2,1
"LM","LM27","LM27xhd","T8_2",143,1.66443514644351,2,0.5
"LM","LM28","LM28sld","T6_2",147,-1.93556485355649,2,0
"LM","LM28","LM28shd","T4_2",150,-2.73556485355649,2,0
"LM","LM28","LM28xld","T6_2",135,-3.13556485355649,2,0.5
"LM","LM28","LM28xhd","T6_2",147,-2.63556485355649,2,0
"LM","LM29","LM29sld","T7_2",127,0.46443514644351,2,0
"LM","LM29","LM29shd","T8_2",145,2.56443514644351,2,0.5
"LM","LM29","LM29xld","T8_2",127,1.76443514644351,2,1
"LM","LM29","LM29xhd","T8_2",109,-3.03556485355649,2,0.5
"LM","LM30","LM30sld","T8_2",159,-3.33556485355649,2,1
"LM","LM30","LM30shd","T7_2",137,-7.33556485355649,2,0.5
"LM","LM30","LM30xld","T7_2",154,-0.135564853556491,2,0.5
"LM","LM30","LM30xhd","T6_2",138,-1.63556485355649,2,0.5
"PM","PM1","PM1sld","T9_2",159,3.41589958158995,2,1
"PM","PM1","PM1shd","T9_2",174,3.11589958158996,2,1
"PM","PM1","PM1xld","T4_2",163,3.91589958158995,2,1
"PM","PM1","PM1xhd","T3_2",150,6.31589958158996,2,1
"PM","PM2","PM2sld","T6_2",157,-1.18410041841004,2,1
"PM","PM2","PM2shd","T4_2",162,-0.584100418410045,2,1
"PM","PM2","PM2xld","T3_2",139,2.41589958158995,2,1
"PM","PM2","PM2xhd","T7_2",135,0.615899581589957,2,1
"PM","PM3","PM3sld","T6_2",151,3.01589958158996,2,1
"PM","PM3","PM3shd","T1_2",161,3.51589958158996,2,1
"PM","PM3","PM3xld","T4_2",134,3.61589958158996,2,1
"PM","PM3","PM3xhd","T1_2",135,2.71589958158996,2,1
"PM","PM4","PM4sld","T9_2",164,-3.48410041841004,2,1
"PM","PM4","PM4shd","T2_2",143,-1.08410041841005,2,1
"PM","PM4","PM4xld","T8_2",161,-0.584100418410045,2,1
"PM","PM4","PM4xhd","T6_2",133,-0.18410041841004,2,1
"PM","PM5","PM5sld","T5_2",164,1.41589958158995,2,1
"PM","PM5","PM5shd","T5_2",164,0.615899581589957,2,1
"PM","PM5","PM5xld","T7_2",143,2.21589958158996,2,1
"PM","PM5","PM5xhd","T6_2",114,-5.08410041841005,2,0.5
"PM","PM6","PM6sld","T4_2",162,-6.08410041841005,2,1
"PM","PM6","PM6shd","T4_2",151,-4.58410041841005,2,1
"PM","PM6","PM6xld","T3_2",123,-1.58410041841005,2,1
"PM","PM6","PM6xhd","T9_2",118,-3.48410041841004,2,1
"PM","PM7","PM7sld","T7_2",135,-1.38410041841004,2,1
"PM","PM7","PM7shd","T8_2",121,-4.18410041841004,2,1
"PM","PM7","PM7xld","T9_2",170,0.215899581589959,2,1
"PM","PM7","PM7xhd","T4_2",135,-2.08410041841005,2,1
"PM","PM8","PM8sld","T4_2",139,-0.284100418410041,2,1
"PM","PM8","PM8shd","T8_2",167,2.21589958158996,2,1
"PM","PM8","PM8xld","T8_2",151,2.31589958158996,2,1
